index,row,col
2304,"[[3], [1, 1], [1, 1], [3], [2, 1]]","[[2, 1], [1, 1], [1, 1], [1, 3], [1, 1]]"
2305,"[[2, 2], [1, 2], [2], [1, 1], [1, 2]]","[[1, 1], [5], [0], [2, 2], [2, 1]]"
2306,"[[5], [3], [1, 1], [1], [1, 1]]","[[1], [4], [2, 1], [2], [1, 1, 1]]"
2307,"[[1, 2], [1, 3], [3], [0], [1]]","[[2], [1, 1], [2], [2], [2, 1]]"
2308,"[[1, 1], [3], [1, 2], [2, 1], [2]]","[[2, 1], [3], [1], [1, 1], [1, 3]]"
2309,"[[1, 1], [1, 1], [1, 2], [1], [2]]","[[1], [1, 1, 1], [2], [2], [1, 1]]"
2310,"[[3], [1], [3], [1, 3], [0]]","[[1, 1], [1, 1], [4], [2], [1]]"
2311,"[[2], [1, 2], [1], [4], [0]]","[[2], [1], [2, 1], [2, 1], [1]]"
2312,"[[1, 1], [2], [1], [2], [1, 1]]","[[1], [1, 3], [1], [2], [1]]"
2313,"[[1], [5], [2], [3], [2, 1]]","[[2, 1], [1, 2], [4], [2], [1, 1]]"
2314,"[[1], [2, 2], [1, 1, 1], [1, 1], [1, 2]]","[[2], [2, 1], [2], [1, 1], [4]]"
2315,"[[2, 1], [3, 1], [1, 1], [2], [5]]","[[5], [2, 2], [2, 1], [1, 1], [1, 1]]"
2316,"[[3], [1, 2], [1, 2], [2], [2]]","[[4], [2], [2], [3], [1, 1]]"
2317,"[[2], [1, 2], [5], [2, 1], [2]]","[[3], [3], [3, 1], [3], [2]]"
2318,"[[2, 1], [1, 3], [2], [2, 1], [1, 1]]","[[5], [1, 2], [1], [1, 2], [2]]"
2319,"[[1, 2], [2, 1], [2, 2], [1, 3], [4]]","[[3], [3, 1], [2], [1, 3], [5]]"
2320,"[[2, 2], [1, 1], [2, 2], [1, 3], [3]]","[[1, 2], [3, 1], [2], [1, 3], [4]]"
2321,"[[1, 1], [2], [2], [1, 1], [2]]","[[1], [3], [4], [1, 1], [0]]"
2322,"[[4], [1], [1, 1], [1, 1], [4]]","[[1], [1, 2], [1, 1, 1], [1, 2], [3]]"
2323,"[[4], [2], [3], [1], [2]]","[[2], [3], [1, 1, 1], [1, 3], [0]]"
2324,"[[1, 2], [1], [2, 1], [2], [1, 1]]","[[1, 1, 1], [1], [0], [5], [1, 1]]"
2325,"[[0], [1], [2, 2], [3], [1]]","[[2], [3], [1], [1, 1], [1]]"
2326,"[[1, 2], [2], [5], [2, 1], [2, 1]]","[[3], [1, 3], [1], [5], [3]]"
2327,"[[3], [1, 1], [1], [3], [1, 2]]","[[1, 1], [1], [1, 2], [1, 3], [2]]"
2328,"[[1, 2], [3], [2, 1], [1], [1, 1]]","[[1, 1], [2], [1, 1], [2], [1, 3]]"
2329,"[[1, 1, 1], [0], [1, 2], [1, 2], [1, 1]]","[[1, 2], [0], [1, 1], [2], [1, 3]]"
2330,"[[0], [1], [1, 1], [1, 1], [3, 1]]","[[2], [1, 1], [1], [3], [1]]"
2331,"[[1, 2], [3, 1], [1, 2], [2, 1], [0]]","[[3], [1, 1], [2, 1], [1, 1], [3]]"
2332,"[[1], [3], [2], [1], [1]]","[[1], [1, 1, 1], [1], [1, 1], [1]]"
2333,"[[1], [1, 3], [3, 1], [1], [1, 2]]","[[2, 1], [1], [3], [1, 1], [4]]"
2334,"[[1, 1], [1, 1, 1], [1, 2], [3, 1], [3, 1]]","[[5], [2], [4], [1], [2, 2]]"
2335,"[[5], [2, 1], [2, 1], [2, 1], [1, 1]]","[[4], [5], [1], [1, 1], [2, 2]]"
2336,"[[3, 1], [1], [1, 1], [1, 2], [2, 1]]","[[1, 3], [1, 1], [1, 1], [4], [1]]"
2337,"[[1, 2], [1], [1, 1], [1], [3, 1]]","[[1, 1], [1, 1], [1, 2], [1], [2, 1]]"
2338,"[[4], [1], [4], [1, 1], [2, 1]]","[[4], [1, 1, 1], [1, 1, 1], [1, 2], [1]]"
2339,"[[2], [2], [2], [1, 2], [1]]","[[1], [4], [1, 1], [2], [1]]"
2340,"[[1, 1], [3], [2, 1], [2, 2], [4]]","[[1, 2], [3], [1, 1], [5], [1, 2]]"
2341,"[[1, 1], [3], [0], [0], [4]]","[[1, 1], [2, 1], [1, 1], [1], [1]]"
2342,"[[1, 3], [2], [2, 2], [1], [2, 1]]","[[1, 1], [3], [1, 1], [3], [3, 1]]"
2343,"[[3], [2, 1], [2, 1], [1, 2], [1, 3]]","[[5], [3], [1, 2], [2], [2, 1]]"
2344,"[[1, 1], [4], [2, 1], [1, 1], [1, 2]]","[[1], [2, 1], [3], [1, 2], [3, 1]]"
2345,"[[1, 2], [3], [2], [1, 1], [2]]","[[2], [1], [1, 2], [1, 1, 1], [1, 2]]"
2346,"[[2, 1], [1, 1], [4], [3], [1, 2]]","[[1, 2], [1, 2], [4], [1, 1], [1, 1, 1]]"
2347,"[[1, 1, 1], [1, 2], [1, 1], [1, 1], [1, 1]]","[[1, 1, 1], [1, 1], [1, 1], [2], [2, 1]]"
2348,"[[1, 1, 1], [3], [3, 1], [2], [2]]","[[1, 1], [3], [5], [1], [3]]"
2349,"[[4], [3], [3], [1], [1]]","[[1, 1], [1], [3], [3, 1], [2]]"
2350,"[[1], [1], [1, 1, 1], [1, 1], [1, 2]]","[[1, 1], [1], [1, 1], [1, 2], [2]]"
2351,"[[2, 1], [3], [1], [0], [2]]","[[2, 1], [2, 1], [1], [1, 1], [0]]"
2352,"[[1, 1], [4], [3, 1], [1, 1], [1, 1]]","[[1, 1, 1], [3], [2], [2, 2], [2]]"
2353,"[[1, 2], [1, 2], [2, 2], [3], [4]]","[[3, 1], [1, 1], [2], [5], [4]]"
2354,"[[1, 1], [1, 2], [2, 1], [1, 1], [2]]","[[1], [2], [1, 1], [2, 1], [2, 2]]"
2355,"[[1, 3], [3], [1], [2, 1], [2, 1]]","[[2, 1], [1, 2], [3, 1], [1], [1, 2]]"
2356,"[[3], [1, 3], [3], [0], [0]]","[[1], [0], [3], [3], [3]]"
2357,"[[3], [4], [2, 1], [3], [2]]","[[1, 1], [5], [2, 2], [1, 1], [2]]"
2358,"[[1, 1], [1, 1], [1, 2], [4], [1]]","[[3], [1], [2], [1, 3], [1, 1]]"
2359,"[[2, 1], [3], [3], [3, 1], [3, 1]]","[[2, 2], [5], [4], [1, 1], [2]]"
2360,"[[3], [1, 1, 1], [4], [1], [2]]","[[1], [1, 1], [3, 1], [1, 1], [4]]"
2361,"[[3, 1], [1, 2], [2, 1], [1], [5]]","[[2, 1], [1, 1, 1], [5], [1, 1], [1, 1, 1]]"
2362,"[[3], [1, 1], [1], [1, 1, 1], [1, 1]]","[[1, 2], [1], [1, 1], [1, 1], [3]]"
2363,"[[2], [4], [2, 1], [1], [2]]","[[1, 3], [3, 1], [1], [1], [2]]"
2364,"[[3, 1], [2, 1], [2, 1], [1, 2], [1, 3]]","[[1, 3], [3], [2, 2], [3], [2, 1]]"
2365,"[[4], [1], [4], [1], [1]]","[[1, 1, 1], [1, 1], [1, 1], [3], [1]]"
2366,"[[1, 2], [2], [2, 2], [2], [1]]","[[1], [1, 1, 1], [0], [4], [4]]"
2367,"[[1], [3], [2, 1], [1, 1], [4]]","[[1], [4], [2, 1], [2, 2], [1]]"
2368,"[[1, 1], [2], [3], [2, 1], [4]]","[[2], [1, 3], [1, 1], [1, 1], [2, 2]]"
2369,"[[1, 1], [1, 2], [1, 1, 1], [1, 1], [2, 1]]","[[2], [2], [3, 1], [1], [1, 3]]"
2370,"[[1, 1], [2, 1], [2, 1], [2], [2]]","[[2], [5], [2], [1], [1, 1]]"
2371,"[[1], [1, 2], [1, 1, 1], [2, 1], [2, 2]]","[[2, 1], [2], [2], [2, 1], [4]]"
2372,"[[3], [1, 2], [2, 2], [1, 2], [1, 3]]","[[4], [1, 1], [1, 1], [5], [4]]"
2373,"[[1, 1], [1], [4], [1, 3], [2]]","[[2], [3], [2], [3], [1, 2]]"
2374,"[[3], [3], [2, 1], [1], [1, 3]]","[[1, 1], [1, 1], [3, 1], [1, 2], [2, 1]]"
2375,"[[1, 1], [1, 2], [4], [5], [4]]","[[3], [5], [3], [4], [2, 1]]"
2376,"[[2], [1, 2], [1, 1], [1, 1], [2, 1]]","[[1], [1, 1], [1, 1], [2, 1], [3, 1]]"
2377,"[[2, 1], [0], [2, 1], [1, 2], [2]]","[[1], [1, 1], [1, 1, 1], [2], [1, 2]]"
2378,"[[1, 1], [1, 2], [2], [1], [1, 3]]","[[2, 2], [0], [1], [2, 1], [3, 1]]"
2379,"[[1, 2], [0], [1, 1], [3], [4]]","[[1, 2], [3], [1, 2], [1, 1, 1], [0]]"
2380,"[[1, 1], [1], [1, 2], [2], [0]]","[[3], [1, 1], [1], [1, 1], [0]]"
2381,"[[1, 3], [4], [3], [3], [5]]","[[3, 1], [4], [5], [2, 2], [1, 1]]"
2382,"[[3], [2, 1], [1, 1], [1, 2], [2]]","[[2], [2, 1], [5], [1, 1], [1]]"
2383,"[[2, 1], [1, 2], [1, 2], [1, 1], [1, 1]]","[[1, 2], [3], [0], [5], [2]]"
2384,"[[0], [1], [1, 1], [1], [1]]","[[0], [1, 1], [1], [0], [1, 1]]"
2385,"[[1], [1, 1, 1], [1, 1, 1], [2], [0]]","[[2], [1], [2], [1], [3]]"
2386,"[[1, 1, 1], [3], [2, 1], [1], [1, 1]]","[[1, 1, 1], [2], [2, 2], [2], [1]]"
2387,"[[1], [1], [1, 1, 1], [1, 1, 1], [1]]","[[2], [0], [2], [1], [1, 3]]"
2388,"[[1, 1], [2, 1], [4], [1], [5]]","[[1, 2], [3, 1], [1, 1], [2, 1], [1, 1, 1]]"
2389,"[[5], [1, 2], [1, 1], [4], [2, 1]]","[[1, 3], [2, 2], [1, 1], [2, 1], [3, 1]]"
2390,"[[2], [1, 1], [2, 1], [1, 1, 1], [1, 1]]","[[1, 2], [1, 1], [1, 2], [1, 1], [2]]"
2391,"[[1, 1], [1, 2], [1, 3], [3], [1, 3]]","[[2, 1], [1], [5], [4], [1, 1, 1]]"
2392,"[[1], [4], [2, 1], [1], [2, 1]]","[[2, 1], [3, 1], [1], [1, 2], [1]]"
2393,"[[2, 1], [4], [4], [1], [1]]","[[1, 3], [3], [2], [2], [2]]"
2394,"[[1], [1], [4], [0], [1, 2]]","[[3], [1, 1], [1], [1, 1], [1]]"
2395,"[[1, 1], [5], [1], [1, 1], [2]]","[[3], [2], [1], [1, 1], [2, 2]]"
2396,"[[2], [3], [3], [2, 1], [1, 2]]","[[2, 1], [3], [5], [1, 1], [1]]"
2397,"[[1], [1], [2, 1], [1, 2], [2]]","[[1], [1, 1], [1, 3], [1], [2]]"
2398,"[[3], [2, 1], [3], [1], [1]]","[[3], [2], [1, 1], [2, 1], [1]]"
2399,"[[2], [5], [4], [1, 1], [1, 2]]","[[4], [3, 1], [2], [2, 1], [1, 2]]"
2400,"[[1, 1], [1], [2, 2], [1, 2], [1, 1]]","[[1, 2], [1, 1], [2], [3], [2]]"
2401,"[[1], [1], [1, 1], [1, 1], [1]]","[[2, 1], [0], [3], [0], [1]]"
2402,"[[3, 1], [3, 1], [2], [0], [2, 1]]","[[3], [3, 1], [2, 1], [0], [2, 1]]"
2403,"[[2], [1, 1, 1], [1, 1], [1], [1]]","[[3], [1], [1, 2], [0], [2]]"
2404,"[[3], [2], [1, 1], [1, 1, 1], [1]]","[[2, 1], [3, 1], [1, 1], [1], [1]]"
2405,"[[1, 2], [3, 1], [2], [2, 1], [3]]","[[1, 1], [2, 1], [1, 1], [1, 1, 1], [5]]"
2406,"[[2, 1], [2], [4], [1, 1, 1], [1, 2]]","[[2], [3], [4], [1, 1], [1, 3]]"
2407,"[[4], [1], [1, 1], [1, 1, 1], [1, 1]]","[[3], [1], [1, 3], [1], [1, 2]]"
2408,"[[1, 1], [1], [2], [1], [2, 1]]","[[1, 1], [1, 1], [1], [1], [3]]"
2409,"[[2, 2], [1, 3], [3], [2, 1], [3, 1]]","[[2, 2], [1, 2], [2, 1], [3], [5]]"
2410,"[[2, 1], [1, 2], [1, 2], [1, 3], [2, 1]]","[[4], [1, 1], [4], [4], [1, 1]]"
2411,"[[1], [2, 1], [2], [5], [1]]","[[1], [1, 1], [3], [2], [2, 2]]"
2412,"[[2], [2, 2], [1, 3], [1], [1, 1]]","[[2, 1], [2, 1], [1, 1], [2, 1], [2]]"
2413,"[[5], [2], [3, 1], [3, 1], [1]]","[[4], [4], [1, 3], [1], [1, 2]]"
2414,"[[1, 2], [1, 3], [1, 2], [1], [1, 3]]","[[3, 1], [1], [3, 1], [3, 1], [1, 1]]"
2415,"[[2, 1], [1, 2], [1], [1, 3], [3]]","[[2, 1], [1], [1, 2], [5], [2]]"
2416,"[[1, 1], [1, 2], [1, 2], [1], [2]]","[[1], [1, 1], [0], [4], [3, 1]]"
2417,"[[4], [5], [1, 3], [1, 1], [1, 1]]","[[3, 1], [2, 1], [3, 1], [4], [2]]"
2418,"[[4], [1, 1], [1], [3], [0]]","[[2, 1], [1, 1], [2, 1], [1, 1], [0]]"
2419,"[[2], [1, 1], [1, 1, 1], [1, 2], [3]]","[[2, 1], [1, 2], [1, 1, 1], [1], [3]]"
2420,"[[1, 1], [3, 1], [4], [1, 2], [1]]","[[3], [3], [3, 1], [2], [1, 1]]"
2421,"[[1, 2], [5], [5], [0], [1, 2]]","[[3], [2, 1], [3], [3, 1], [2, 1]]"
2422,"[[2, 2], [5], [3], [3], [1, 1]]","[[2, 1], [5], [3], [3], [2, 1]]"
2423,"[[4], [1], [1, 2], [1, 1], [2]]","[[1, 3], [1, 1], [1, 1], [4], [0]]"
2424,"[[2], [3], [2], [1], [4]]","[[2], [1, 1], [1, 1], [3, 1], [1, 1]]"
2425,"[[2], [2], [2, 1], [1, 1], [3]]","[[3], [1, 1], [1, 1], [2, 1], [1, 1]]"
2426,"[[1, 2], [1, 1], [2], [5], [1, 1]]","[[2], [1, 2], [3], [1, 2], [2, 1]]"
2427,"[[1], [2, 1], [3], [3], [2, 1]]","[[2], [2, 1], [3], [3], [2]]"
2428,"[[2, 1], [1, 2], [2], [1, 1], [1, 1]]","[[1, 1, 1], [4], [1], [1], [2, 1]]"
2429,"[[2, 1], [4], [1, 2], [1], [1, 1]]","[[5], [2], [2, 1], [3], [0]]"
2430,"[[2, 2], [1, 1, 1], [2, 1], [1, 2], [3]]","[[4], [1, 1], [1, 1], [1, 2], [5]]"
2431,"[[1], [3, 1], [3], [1, 1, 1], [2]]","[[3], [2], [4], [1], [2, 1]]"
2432,"[[1, 2], [1, 1], [3], [1], [5]]","[[1, 1], [3, 1], [3], [2, 1], [1, 1]]"
2433,"[[0], [1, 1], [2, 1], [1, 1], [2, 1]]","[[1], [3], [2], [1], [3]]"
2434,"[[1], [1, 1, 1], [1], [1, 2], [1]]","[[1, 2], [1], [1], [1], [3]]"
2435,"[[1, 1], [0], [3], [3, 1], [1]]","[[1], [1, 3], [2], [1], [1, 1]]"
2436,"[[2], [1], [2, 1], [1, 2], [1, 2]]","[[3], [2], [1], [1, 3], [2]]"
2437,"[[1, 1], [2], [1, 1], [3, 1], [1, 2]]","[[2], [4], [1, 2], [1, 1], [2]]"
2438,"[[2], [3, 1], [0], [4], [2]]","[[2, 1], [2, 1], [1, 2], [2], [1]]"
2439,"[[1, 3], [2, 1], [3, 1], [2], [1]]","[[3], [2], [1, 1], [1, 2], [4]]"
2440,"[[2, 1], [1, 1], [1], [3], [2, 1]]","[[2, 1], [1, 2], [2], [0], [3, 1]]"
2441,"[[3, 1], [2, 2], [2, 1], [1], [3]]","[[2, 1], [5], [1, 1, 1], [1], [3]]"
2442,"[[1, 1], [2, 1], [2, 1], [1, 1], [1, 1, 1]]","[[3, 1], [3], [1], [1], [1, 3]]"
2443,"[[3, 1], [4], [3], [1], [1]]","[[2], [3], [4], [2], [1, 1]]"
2444,"[[1, 1], [2], [1, 2], [0], [1, 3]]","[[1], [3], [1, 1], [1, 1, 1], [1, 1]]"
2445,"[[1], [4], [5], [1, 1], [2, 1]]","[[4], [2, 1], [2, 1], [2], [3]]"
2446,"[[2, 2], [1, 2], [3], [1, 2], [3]]","[[1, 2], [3, 1], [3], [4], [2]]"
2447,"[[1, 2], [3], [1, 1, 1], [2], [2]]","[[4], [1, 2], [3, 1], [1], [1]]"
2448,"[[2, 1], [1, 1, 1], [1, 2], [1, 1, 1], [1]]","[[2, 1], [1, 1], [1, 1], [1, 1, 1], [3]]"
2449,"[[1, 1], [4], [1, 1], [1, 2], [2]]","[[0], [4], [1], [2, 2], [4]]"
2450,"[[2], [2], [3, 1], [5], [1, 1]]","[[2], [1, 3], [4], [1, 1], [3]]"
2451,"[[3], [1, 1], [1, 2], [1, 3], [4]]","[[3], [2, 1], [1, 3], [5], [1]]"
2452,"[[2], [1], [1, 3], [3], [1, 2]]","[[1, 1], [1], [2], [5], [1, 1, 1]]"
2453,"[[1, 1], [1], [2, 1], [4], [3]]","[[1], [3], [2, 2], [2], [1, 2]]"
2454,"[[2], [1, 2], [2], [2, 2], [4]]","[[2, 1], [1, 2], [2, 1], [4], [2]]"
2455,"[[5], [3], [0], [0], [3]]","[[2], [2], [2, 1], [1, 1], [1, 1]]"
2456,"[[4], [1, 1], [2], [2, 1], [1, 2]]","[[2, 1], [1, 2], [1, 2], [1, 1], [1, 2]]"
2457,"[[1], [1, 2], [1, 1], [1], [2, 2]]","[[2, 1], [1], [1, 2], [1, 1], [1, 1]]"
2458,"[[1, 1], [1], [4], [1, 1], [2]]","[[3], [2], [1, 1], [1, 1], [1, 1]]"
2459,"[[3], [2, 2], [3], [2, 1], [0]]","[[1, 1], [4], [1, 1], [4], [1]]"
2460,"[[1], [1, 2], [0], [5], [1]]","[[2], [1, 1], [1, 1], [1, 1], [1, 1]]"
2461,"[[4], [1, 1, 1], [4], [4], [1, 1]]","[[2, 2], [1, 2], [5], [1, 2], [2]]"
2462,"[[1, 1], [1, 1], [1, 1, 1], [1, 1], [1]]","[[4], [0], [2], [2, 1], [1]]"
2463,"[[2], [1, 2], [5], [2, 1], [1, 3]]","[[2, 1], [1, 2], [1, 3], [2, 1], [4]]"
2464,"[[1], [2], [1, 1], [3], [2]]","[[1], [1, 1], [1, 2], [4], [0]]"
2465,"[[1, 1], [3], [2], [1, 1, 1], [2, 1]]","[[1], [2, 1], [5], [1], [1, 2]]"
2466,"[[1], [1], [1, 2], [2, 1], [3]]","[[2], [2], [2], [1, 1], [1, 2]]"
2467,"[[1, 1], [3], [1, 1, 1], [4], [1, 2]]","[[1, 2], [2], [3], [2, 2], [2, 1]]"
2468,"[[1, 1, 1], [1, 3], [5], [1], [1]]","[[3], [1], [3, 1], [3], [3]]"
2469,"[[4], [1, 2], [2, 1], [2, 1], [1]]","[[3], [1, 2], [1], [3], [2, 2]]"
2470,"[[3], [1, 1], [2, 1], [1, 1], [2]]","[[3], [1, 2], [1, 1], [1, 1], [2]]"
2471,"[[1], [2], [1, 2], [5], [1, 2]]","[[1, 2], [3], [1], [3], [1, 3]]"
2472,"[[1, 1], [1, 3], [2, 1], [5], [2]]","[[2, 1], [2], [3], [2, 2], [4]]"
2473,"[[3], [3, 1], [1, 1], [1, 1], [1, 1, 1]]","[[2, 1], [1, 1], [3, 1], [1, 1], [2, 1]]"
2474,"[[1, 2], [3, 1], [3], [2], [1, 1]]","[[2], [1, 1], [3], [1, 2], [3, 1]]"
2475,"[[1, 1], [1, 3], [1, 1], [1, 1, 1], [2, 2]]","[[1, 2], [1, 1, 1], [1, 1], [1, 1], [5]]"
2476,"[[2], [2], [2], [1], [1]]","[[0], [0], [1], [5], [1, 1]]"
2477,"[[3], [4], [2], [1], [1, 2]]","[[1], [1], [2, 1], [5], [3]]"
2478,"[[1, 1, 1], [1, 2], [1, 1], [1, 3], [1]]","[[2, 1], [1], [2, 1], [1, 2], [1, 2]]"
2479,"[[1, 2], [2, 1], [1, 1], [1], [0]]","[[1, 1], [1], [2, 1], [1, 1], [1]]"
2480,"[[4], [2], [3], [1, 3], [1, 3]]","[[1, 2], [3], [5], [1, 3], [2]]"
2481,"[[3, 1], [1, 2], [2, 1], [1, 1], [2, 1]]","[[1, 2], [3, 1], [1, 1], [1, 2], [3]]"
2482,"[[2, 1], [1, 2], [2], [1, 1, 1], [3]]","[[2, 1], [1], [1, 2], [2, 1], [1, 3]]"
2483,"[[4], [1, 1], [1, 1], [4], [3]]","[[3, 1], [1, 2], [1, 3], [2, 1], [1]]"
2484,"[[4], [3], [2], [3, 1], [2, 1]]","[[2, 2], [5], [4], [1, 1], [1]]"
2485,"[[1, 1], [5], [1, 1], [2], [1, 3]]","[[3, 1], [1], [1, 2], [5], [1, 1]]"
2486,"[[1, 2], [5], [1, 1], [4], [1, 3]]","[[1, 1], [2, 1], [4], [2, 2], [5]]"
2487,"[[1, 3], [1], [1, 1], [2, 1], [1, 2]]","[[1, 1], [4], [1], [1, 1, 1], [1, 2]]"
2488,"[[4], [1, 1], [2], [1, 1, 1], [2, 1]]","[[2, 2], [1, 1], [1, 2], [3, 1], [1]]"
2489,"[[3], [1, 2], [1], [5], [1, 2]]","[[2, 2], [1, 1], [1, 3], [1, 2], [1, 1]]"
2490,"[[1, 3], [1], [3], [1, 1], [1, 1, 1]]","[[1, 1], [1, 1], [1, 1, 1], [1, 2], [1, 1, 1]]"
2491,"[[3], [2, 1], [2, 1], [1], [1, 2]]","[[1, 1], [3], [2, 1], [1, 1], [2, 1]]"
2492,"[[1, 1, 1], [2, 2], [1, 2], [1, 1], [2, 1]]","[[5], [1, 1], [1], [4], [3]]"
2493,"[[4], [2], [1, 2], [1], [3]]","[[1, 1, 1], [2, 2], [2, 1], [1, 1], [1]]"
2494,"[[1, 2], [3, 1], [1], [2, 1], [1]]","[[3], [2, 2], [1], [1], [2, 1]]"
2495,"[[1], [1, 3], [2, 2], [1], [1]]","[[2], [1, 1, 1], [1], [2], [3]]"
2496,"[[2, 1], [2, 2], [1], [1], [2]]","[[2, 1], [3], [0], [1, 1], [2, 1]]"
2497,"[[1, 1], [2], [1, 3], [3], [1]]","[[1], [2, 1], [3], [1, 2], [1, 1]]"
2498,"[[0], [1, 2], [1, 1], [2], [2]]","[[1, 1], [1], [1], [1, 1], [3]]"
2499,"[[2], [1, 2], [1, 3], [2], [1]]","[[1, 1, 1], [2, 1], [2], [2], [2]]"
2500,"[[1], [4], [1], [1, 1], [1]]","[[1], [1], [1], [3, 1], [1, 1]]"
2501,"[[1, 1], [2, 1], [2], [2, 1], [1, 1]]","[[2], [3], [2, 1], [1], [2, 1]]"
2502,"[[0], [2, 1], [2, 1], [2, 1], [3]]","[[1], [3], [2, 1], [1], [4]]"
2503,"[[2], [3], [4], [1, 3], [5]]","[[2], [3, 1], [5], [4], [3]]"
2504,"[[2], [1, 2], [1, 1], [5], [1]]","[[1], [1, 1], [1, 2], [2, 2], [3]]"
2505,"[[2, 2], [2, 1], [2], [3], [1, 1]]","[[2], [3, 1], [2], [1, 1], [2, 2]]"
2506,"[[1, 1], [1, 1], [2], [1, 1], [3, 1]]","[[2, 1], [2], [2, 1], [1], [3]]"
2507,"[[2, 1], [1, 1], [2], [2], [4]]","[[2, 1], [1, 2], [2], [1, 1], [3]]"
2508,"[[3], [2], [1, 1], [2], [1, 1]]","[[2, 1], [3], [1, 1], [3], [0]]"
2509,"[[4], [1, 2], [1], [4], [1]]","[[2, 1], [1, 2], [2, 1], [2, 2], [0]]"
2510,"[[3], [1], [3], [3, 1], [1, 1]]","[[2], [2, 1], [1, 2], [1, 1, 1], [2]]"
2511,"[[4], [1], [1, 2], [1], [2]]","[[3], [1, 2], [1, 1, 1], [1, 1], [0]]"
2512,"[[1, 1], [4], [2], [1, 1], [3]]","[[2], [2, 1], [2, 1], [4], [1]]"
2513,"[[2], [1, 2], [1, 1, 1], [1, 2], [3]]","[[2, 1], [1, 2], [1, 1, 1], [1, 1], [3]]"
2514,"[[0], [1, 3], [3], [4], [1, 2]]","[[1, 1], [3], [3], [4], [1, 1]]"
2515,"[[1], [4], [3], [1], [2, 1]]","[[1], [4], [2], [3, 1], [1]]"
2516,"[[1], [1, 1], [1, 2], [2], [2, 1]]","[[5], [2], [0], [2, 1], [1]]"
2517,"[[1], [0], [3, 1], [2, 1], [3]]","[[1, 3], [3], [1, 1], [0], [2]]"
2518,"[[2], [3], [1], [5], [1, 3]]","[[1, 2], [2, 1], [2, 2], [3], [2]]"
2519,"[[2, 2], [1, 2], [3], [2], [1]]","[[5], [1, 2], [2], [2], [1]]"
2520,"[[2, 1], [2, 1], [1, 2], [1, 2], [1, 2]]","[[2, 1], [2, 1], [1, 1], [3], [4]]"
2521,"[[1, 1], [2], [1, 1], [2, 1], [1, 2]]","[[3], [2, 2], [1], [2], [1, 1]]"
2522,"[[4], [3, 1], [2, 1], [2], [2, 2]]","[[2, 1], [5], [4], [1, 1], [2, 1]]"
2523,"[[1, 3], [1, 1], [1, 2], [0], [1]]","[[2], [1], [1], [3], [1, 1, 1]]"
2524,"[[1, 1, 1], [4], [3], [3], [1, 1]]","[[3], [2], [5], [1, 1], [1, 2]]"
2525,"[[1], [0], [1, 3], [3], [1]]","[[1], [1], [2], [1, 2], [1, 1]]"
2526,"[[2], [1, 3], [2], [3], [1, 1]]","[[1], [0], [1, 2], [4], [5]]"
2527,"[[1, 3], [2, 2], [2, 2], [2, 1], [1, 1]]","[[5], [3], [1, 1], [4], [3]]"
2528,"[[1, 1], [1, 1], [3], [3], [2, 1]]","[[2], [4], [1, 3], [0], [2, 1]]"
2529,"[[1], [1, 2], [2], [2, 2], [1, 1]]","[[1, 1], [1, 1], [1, 1], [3], [3]]"
2530,"[[1, 1], [1], [1, 2], [4], [4]]","[[1], [1, 2], [3], [3], [2, 2]]"
2531,"[[1, 2], [1], [1, 2], [1], [0]]","[[0], [3], [1], [1, 1], [1, 1]]"
2532,"[[0], [1], [0], [0], [1, 1]]","[[0], [1], [0], [1, 1], [0]]"
2533,"[[2, 2], [1], [1], [4], [1, 2]]","[[2, 1], [1, 1], [2], [1, 3], [1, 1]]"
2534,"[[2, 1], [3], [1], [3, 1], [4]]","[[1, 2], [2, 2], [1, 2], [2, 1], [1, 1]]"
2535,"[[3], [1, 1], [1, 2], [5], [3]]","[[4], [2], [2, 2], [1, 2], [1, 2]]"
2536,"[[2], [1, 2], [1, 3], [4], [3, 1]]","[[3, 1], [1, 2], [4], [3], [3]]"
2537,"[[1], [2, 1], [1, 1, 1], [1], [2, 2]]","[[1, 1], [1, 2], [3], [1], [2, 1]]"
2538,"[[4], [1, 2], [2], [1, 2], [0]]","[[1, 1], [4], [1], [2, 1], [1, 1]]"
2539,"[[2], [2, 1], [1, 2], [1], [4]]","[[2], [1, 1], [2], [1, 1, 1], [3, 1]]"
2540,"[[2], [1, 1, 1], [2, 1], [3, 1], [1]]","[[3], [1, 2], [2, 1], [1, 1], [1, 1]]"
2541,"[[2], [1, 1, 1], [2], [2, 1], [2]]","[[2], [1, 1], [4], [1, 1], [1, 1]]"
2542,"[[3], [3, 1], [5], [1, 2], [1, 2]]","[[3], [5], [3], [3], [4]]"
2543,"[[1, 1, 1], [1, 2], [3], [1, 1], [2]]","[[1, 2], [2, 1], [1, 1], [3], [2]]"
2544,"[[2, 1], [2, 1], [2], [1, 1], [1]]","[[2], [2, 1], [2], [1, 1], [1, 1]]"
2545,"[[4], [1, 1], [0], [1, 2], [3]]","[[2], [1, 1], [1, 1], [2, 2], [2]]"
2546,"[[1, 1], [1, 1], [3, 1], [0], [1, 1]]","[[3, 1], [1], [1], [1], [2, 1]]"
2547,"[[1, 3], [1, 2], [2, 1], [2, 1], [2, 1]]","[[2, 2], [3], [3], [2, 1], [1, 2]]"
